run,ticker,entry_date,entry_px,shares,last_date,bridged,exit_date,exit_px,reason
MARGIN_BRIDGE,FOXA,2016-02-01,26.84,372.2432,2016-02-23,False,2016-02-24,26.71,rollback
MARGIN_BRIDGE,XRX,2016-02-01,16.996,587.8152,2016-02-23,False,2016-02-24,16.513,rollback
MARGIN_BRIDGE,MDLZ,2016-02-01,42.82,233.3374,2016-02-26,False,2016-02-29,40.54,rollback
MARGIN_BRIDGE,JNPR,2016-02-19,24.0,395.7564,2016-02-26,True,2016-02-29,24.59,rollback
MARGIN_BRIDGE,KLAC,2016-02-01,6.64,1505.0458,2016-03-02,False,2016-03-03,6.836,rollback
MARGIN_BRIDGE,LRCX,2016-02-01,7.12,1403.7223,2016-03-08,False,2016-03-09,7.355,rollback
MARGIN_BRIDGE,JPM,2016-02-01,59.16,168.9318,2016-03-08,False,2016-03-09,59.15,rollback
MARGIN_BRIDGE,TAP,2016-02-01,90.5,110.4199,2016-03-08,False,2016-03-09,88.6,rollback
MARGIN_BRIDGE,AMAT,2016-02-01,17.45,572.6364,2016-03-08,False,2016-03-09,19.01,rollback
MARGIN_BRIDGE,DVN,2016-02-01,27.03,369.5897,2016-03-08,True,2016-03-09,22.07,rollback
MARGIN_BRIDGE,EMC,2016-02-04,24.44,403.1287,2016-03-08,True,2016-03-09,26.35,rollback
MARGIN_BRIDGE,WDC,2016-02-19,44.23,214.7339,2016-03-08,True,2016-03-09,46.77,rollback
MARGIN_BRIDGE,BAC,2016-02-29,12.7,771.7182,2016-03-08,True,2016-03-09,13.17,rollback
MARGIN_BRIDGE,AIG,2016-03-14,52.59,194.3294,2016-03-21,False,2016-03-22,53.55,rollback
MARGIN_BRIDGE,GILD,2016-02-16,90.72,102.4586,2016-03-23,True,2016-03-24,89.61,rollback
MARGIN_BRIDGE,WY,2016-02-24,24.0,392.1464,2016-04-04,True,2016-04-05,30.87,rollback
MARGIN_BRIDGE,ATVI,2016-02-25,31.98,303.2629,2016-04-05,True,2016-04-06,33.89,rollback
MARGIN_BRIDGE,ABBV,2016-03-30,57.43,182.9793,2016-04-07,True,2016-04-08,59.49,rollback
MARGIN_BRIDGE,COP,2016-04-07,40.43,260.7437,2016-04-15,True,2016-04-18,42.09,rollback
MARGIN_BRIDGE,V,2016-03-17,72.28,141.9997,2016-04-22,False,2016-04-25,78.69,rollback
MARGIN_BRIDGE,GME,2016-03-30,7.8925,1331.521,2016-04-22,False,2016-04-25,8.17,index_drop
MARGIN_BRIDGE,MRO,2016-04-07,10.88,969.0184,2016-04-25,True,2016-04-26,14.09,rollback
MARGIN_BRIDGE,WMB,2016-04-11,16.37,650.4899,2016-04-25,True,2016-04-26,19.25,rollback
MARGIN_BRIDGE,PFE,2016-03-14,30.27,337.6547,2016-04-26,False,2016-04-27,32.98,rollback
MARGIN_BRIDGE,HAL,2016-04-07,35.97,293.0885,2016-05-03,True,2016-05-04,40.13,rollback
MARGIN_BRIDGE,WMT,2016-03-22,22.6667,457.1287,2016-05-23,False,2016-05-24,23.2167,rollback
MARGIN_BRIDGE,WFM,2016-05-06,29.95,358.8062,2016-05-27,True,2016-05-31,31.96,rollback
MARGIN_BRIDGE,KR,2016-03-14,38.43,265.9458,2016-06-02,False,2016-06-03,36.2,rollback
MARGIN_BRIDGE,MU,2016-04-27,11.34,969.1421,2016-06-09,False,2016-06-10,12.32,rollback
MARGIN_BRIDGE,XRAY,2016-03-30,62.19,168.9657,2016-06-10,True,2016-06-13,64.22,rollback
MARGIN_BRIDGE,FE,2016-04-28,32.67,336.6608,2016-06-10,True,2016-06-13,33.68,rollback
MARGIN_BRIDGE,SYY,2016-06-17,49.75,219.5696,2016-07-01,True,2016-07-05,50.75,rollback
MARGIN_BRIDGE,T,2016-05-31,39.03,287.7085,2016-07-07,True,2016-07-08,42.13,rollback
MARGIN_BRIDGE,ATVI,2016-06-15,38.46,283.7518,2016-07-07,True,2016-07-08,40.64,rollback
MARGIN_BRIDGE,HST,2016-04-28,15.77,697.4103,2016-07-13,True,2016-07-14,16.58,rollback
MARGIN_BRIDGE,M,2016-06-03,33.93,332.2575,2016-07-13,True,2016-07-14,35.53,rollback
MARGIN_BRIDGE,DAL,2016-03-17,48.58,211.2645,2016-07-21,False,2016-07-22,39.07,rollback
MARGIN_BRIDGE,GOOG,2016-02-29,35.016,279.8815,2016-07-26,True,2016-07-27,36.914,rollback
MARGIN_BRIDGE,CMG,2016-04-18,9.36,1157.3096,2016-07-26,True,2016-07-27,8.638,rollback
MARGIN_BRIDGE,EBAY,2016-04-28,25.09,438.4141,2016-08-09,False,2016-08-10,31.11,rollback
MARGIN_BRIDGE,AAPL,2016-07-08,24.1225,461.7992,2016-08-11,True,2016-08-12,26.945,rollback
MARGIN_BRIDGE,AABA,2016-06-10,36.97,300.009,2016-08-23,True,2016-08-24,42.5,rollback
MARGIN_BRIDGE,BLL,2016-07-14,71.62,161.4654,2016-08-24,True,2016-08-25,79.76,rollback
MARGIN_BRIDGE,WFC,2016-08-12,48.05,252.3736,2016-09-06,True,2016-09-07,49.79,rollback
MARGIN_BRIDGE,NEE,2016-07-22,32.0025,361.3827,2016-09-26,True,2016-09-27,31.7725,rollback
MARGIN_BRIDGE,PG,2016-03-03,82.54,123.5267,2016-10-03,True,2016-10-04,88.29,rollback
MARGIN_BRIDGE,FAST,2016-04-28,11.7725,934.3181,2016-10-07,True,2016-10-10,10.6175,rollback
MARGIN_BRIDGE,NFLX,2016-07-05,9.52,1160.6267,2016-10-07,True,2016-10-10,10.318,rollback
MARGIN_BRIDGE,KLAC,2016-10-04,7.036,1745.3446,2016-10-11,True,2016-10-12,7.23,rollback
MARGIN_BRIDGE,KR,2016-10-12,30.24,399.5117,2016-10-13,True,2016-10-14,31.17,rollback
MARGIN_BRIDGE,FOXA,2016-07-14,28.18,410.3878,2016-10-24,True,2016-10-25,25.59,rollback
MARGIN_BRIDGE,GOOGL,2016-09-07,40.3965,302.3733,2016-10-25,True,2016-10-26,41.356,rollback
MARGIN_BRIDGE,SBUX,2016-08-24,57.0,212.0677,2016-11-09,True,2016-11-10,54.64,rollback
MARGIN_BRIDGE,WMT,2016-08-10,24.5233,489.7238,2016-11-14,True,2016-11-15,23.5967,rollback
MARGIN_BRIDGE,CMG,2016-09-27,8.39,1423.1993,2016-11-15,True,2016-11-16,7.98,rollback
MARGIN_BRIDGE,FCX,2016-10-26,10.45,1126.3974,2016-11-17,True,2016-11-18,13.79,rollback
MARGIN_BRIDGE,BMY,2016-10-10,50.79,240.9355,2016-11-22,True,2016-11-23,56.05,rollback
MARGIN_BRIDGE,C,2016-05-24,45.45,239.1619,2016-11-28,True,2016-11-29,55.5,rollback
MARGIN_BRIDGE,ORLY,2016-10-14,18.6733,646.167,2016-11-30,True,2016-12-01,18.2413,rollback
MARGIN_BRIDGE,T,2016-08-01,43.25,272.0031,2016-12-02,True,2016-12-05,38.7,rollback
MARGIN_BRIDGE,CMCSA,2016-11-10,31.765,392.5702,2016-12-02,True,2016-12-05,34.51,rollback
MARGIN_BRIDGE,CVS,2016-12-01,76.62,166.2199,2016-12-08,True,2016-12-09,78.88,rollback
MARGIN_BRIDGE,WFC,2016-10-11,45.8,266.8632,2016-12-12,True,2016-12-13,55.85,rollback
MARGIN_BRIDGE,AVGO,2016-12-09,18.095,723.3332,2016-12-12,True,2016-12-13,17.874,rollback
MARGIN_BRIDGE,EBAY,2016-08-25,31.08,385.0595,2016-12-13,True,2016-12-14,29.85,rollback
MARGIN_BRIDGE,KO,2016-11-29,41.52,305.6385,2016-12-13,True,2016-12-14,41.89,rollback
MARGIN_BRIDGE,XOM,2016-11-16,86.74,145.8112,2016-12-19,True,2016-12-20,90.51,rollback
MARGIN_BRIDGE,PFE,2016-12-13,32.81,400.2351,2016-12-21,True,2016-12-22,32.29,rollback
MARGIN_BRIDGE,BSX,2016-07-29,24.33,481.6728,2016-12-28,True,2016-12-29,21.65,rollback
MARGIN_BRIDGE,NKE,2016-11-18,51.39,248.8004,2017-01-09,True,2017-01-10,53.55,rollback
MARGIN_BRIDGE,V,2016-12-14,79.28,166.0997,2017-01-12,True,2017-01-13,81.02,rollback
MARGIN_BRIDGE,AMZN,2016-10-25,41.965,283.8669,2017-01-17,True,2017-01-18,40.475,rollback
MARGIN_BRIDGE,NFLX,2016-12-05,12.073,1050.2759,2017-01-20,True,2017-01-23,13.865,rollback
MARGIN_BRIDGE,FAST,2017-01-13,12.035,1099.3474,2017-01-26,True,2017-01-27,12.6025,rollback
MARGIN_BRIDGE,FB,2016-12-14,120.0,109.742,2017-01-31,True,2017-02-01,132.25,rollback
MARGIN_BRIDGE,LRCX,2016-12-20,10.819,1202.6077,2017-01-31,True,2017-02-01,11.591,rollback
MARGIN_BRIDGE,EBAY,2017-01-27,31.95,427.1685,2017-01-31,True,2017-02-01,31.9,rollback
MARGIN_BRIDGE,RAI,2016-12-05,54.87,231.0798,2017-02-06,True,2017-02-07,60.41,rollback
MARGIN_BRIDGE,PG,2017-01-18,84.8,155.8949,2017-02-06,True,2017-02-07,87.64,rollback
MARGIN_BRIDGE,KLAC,2016-12-22,7.898,1647.7145,2017-02-09,True,2017-02-10,8.696,rollback
MARGIN_BRIDGE,WMT,2016-12-13,23.89,549.6466,2017-02-10,True,2017-02-13,22.7733,rollback
MARGIN_BRIDGE,HPQ,2016-07-08,13.05,853.5781,2017-02-15,True,2017-02-16,15.99,rollback
MARGIN_BRIDGE,COG,2017-01-03,22.98,559.481,2017-02-16,True,2017-02-17,23.01,rollback
MARGIN_BRIDGE,HBAN,2017-01-10,13.35,986.3678,2017-02-16,True,2017-02-17,14.02,rollback
MARGIN_BRIDGE,BAC,2017-02-10,23.19,581.4051,2017-02-23,True,2017-02-24,24.12,rollback
MARGIN_BRIDGE,EXC,2017-02-01,35.66,378.2931,2017-02-27,True,2017-02-28,36.47,rollback
MARGIN_BRIDGE,HCP,2017-02-03,30.8,437.7559,2017-03-01,True,2017-03-02,32.14,rollback
MARGIN_BRIDGE,MU,2017-03-02,24.88,556.9689,2017-03-08,True,2017-03-09,25.23,rollback
MARGIN_BRIDGE,ABBV,2017-02-16,61.67,223.877,2017-03-21,True,2017-03-22,65.38,rollback
MARGIN_BRIDGE,LRCX,2017-02-22,11.763,1173.5444,2017-03-21,True,2017-03-22,12.408,rollback
MARGIN_BRIDGE,INTC,2017-01-23,37.07,361.5478,2017-04-28,True,2017-05-01,36.11,rollback
MARGIN_BRIDGE,EW,2017-02-02,30.72,434.454,2017-05-11,True,2017-05-12,36.6967,rollback
MARGIN_BRIDGE,GOOGL,2017-02-13,41.885,322.2373,2017-05-17,True,2017-05-18,47.16,rollback
MARGIN_BRIDGE,QCOM,2016-11-23,68.33,188.1178,2017-05-25,True,2017-05-26,57.66,rollback
MARGIN_BRIDGE,F,2017-02-28,12.63,1099.4012,2017-06-02,True,2017-06-05,11.36,rollback
MARGIN_BRIDGE,PHM,2017-05-12,23.0,584.3608,2017-06-05,True,2017-06-06,23.21,rollback
MARGIN_BRIDGE,NEE,2017-03-22,33.0025,409.8064,2017-06-08,True,2017-06-09,35.275,rollback
MARGIN_BRIDGE,SBUX,2017-05-22,61.03,219.5606,2017-06-08,True,2017-06-09,62.37,rollback
MARGIN_BRIDGE,AMD,2017-05-02,11.73,1151.8742,2017-06-09,True,2017-06-12,11.75,rollback
MARGIN_BRIDGE,TGT,2017-06-06,55.26,239.4305,2017-06-13,True,2017-06-14,57.5,rollback
MARGIN_BRIDGE,JPM,2017-06-09,85.51,155.0665,2017-06-20,True,2017-06-21,87.48,rollback
MARGIN_BRIDGE,MRK,2017-06-21,64.56,200.0778,2017-06-26,True,2017-06-27,66.27,rollback
MARGIN_BRIDGE,BAC,2017-06-12,23.82,560.0336,2017-06-30,True,2017-07-03,24.46,rollback
MARGIN_BRIDGE,WMB,2017-02-07,28.93,470.2469,2017-07-05,True,2017-07-06,30.5,rollback
MARGIN_BRIDGE,RF,2017-06-09,14.14,937.7935,2017-07-05,True,2017-07-06,14.84,rollback
MARGIN_BRIDGE,GILD,2017-02-07,72.56,187.4802,2017-07-06,True,2017-07-07,69.69,rollback
MARGIN_BRIDGE,PYPL,2017-07-06,54.22,243.1196,2017-07-11,True,2017-07-12,56.6,rollback
MARGIN_BRIDGE,KLAC,2017-07-12,9.771,1356.3475,2017-07-17,True,2017-07-18,9.906,rollback
MARGIN_BRIDGE,RIG,2017-02-24,13.99,986.9517,2017-07-20,True,2017-07-21,8.74,rollback
MARGIN_BRIDGE,HPE,2017-07-06,16.85,782.3503,2017-07-24,True,2017-07-25,17.84,rollback
MARGIN_BRIDGE,AVGO,2017-07-10,24.051,536.9285,2017-07-27,True,2017-07-28,24.892,rollback
MARGIN_BRIDGE,HPQ,2017-06-27,18.1,722.7731,2017-07-31,True,2017-08-01,19.14,rollback
MARGIN_BRIDGE,KMI,2016-11-15,21.5,586.9493,2017-08-01,True,2017-08-02,20.2,rollback
MARGIN_BRIDGE,TSCO,2017-03-09,14.518,937.9714,2017-08-03,True,2017-08-04,11.14,rollback
MARGIN_BRIDGE,NEM,2017-03-22,34.23,395.0908,2017-08-04,True,2017-08-07,36.15,rollback
MARGIN_BRIDGE,T,2017-02-21,41.37,333.4752,2017-08-08,True,2017-08-09,38.2,rollback
MARGIN_BRIDGE,TJX,2017-07-03,36.325,364.2976,2017-08-09,True,2017-08-10,35.345,rollback
MARGIN_BRIDGE,HBI,2017-08-03,23.76,567.4117,2017-08-09,True,2017-08-10,24.11,rollback
MARGIN_BRIDGE,INTC,2017-05-26,36.26,362.8471,2017-08-10,True,2017-08-11,36.26,rollback
MARGIN_BRIDGE,MU,2017-07-12,31.77,417.1713,2017-08-24,True,2017-08-25,30.3,rollback
MARGIN_BRIDGE,MSFT,2017-08-15,73.59,181.3585,2017-09-01,True,2017-09-05,73.34,rollback
MARGIN_BRIDGE,CSCO,2017-07-18,31.41,425.6174,2017-09-05,True,2017-09-06,31.75,rollback
MARGIN_BRIDGE,SPLS,2017-08-15,10.2,1308.3174,2017-09-12,True,2017-09-12,10.25,delisted
MARGIN_BRIDGE,FAST,2017-06-05,11.0675,1195.3938,2017-09-19,True,2017-09-20,11.1075,rollback
MARGIN_BRIDGE,RRC,2017-06-14,23.8,562.9344,2017-09-19,True,2017-09-20,19.11,rollback
MARGIN_BRIDGE,BAC,2017-07-26,24.67,554.7494,2017-09-25,True,2017-09-26,24.83,rollback
MARGIN_BRIDGE,PFE,2017-08-04,33.58,401.1266,2017-09-25,True,2017-09-26,35.51,rollback
MARGIN_BRIDGE,IPG,2017-09-21,20.79,657.9277,2017-09-26,True,2017-09-27,21.12,rollback
MARGIN_BRIDGE,GOOGL,2017-09-28,47.8125,288.7152,2017-10-02,True,2017-10-03,48.378,rollback
MARGIN_BRIDGE,HPE,2017-09-26,14.74,928.8402,2017-10-03,True,2017-10-04,14.7,rollback
MARGIN_BRIDGE,RF,2017-08-01,14.68,929.5246,2017-10-09,True,2017-10-10,15.0,rollback
MARGIN_BRIDGE,HPQ,2017-08-25,19.54,682.5216,2017-10-09,True,2017-10-10,20.6165,rollback
MARGIN_BRIDGE,WFC,2017-09-13,51.39,259.6575,2017-10-09,True,2017-10-10,55.37,rollback
MARGIN_BRIDGE,MO,2017-09-26,64.15,213.4126,2017-10-13,True,2017-10-16,65.05,rollback
MARGIN_BRIDGE,MDLZ,2017-10-03,41.29,334.3447,2017-10-13,True,2017-10-16,41.64,rollback
MARGIN_BRIDGE,AAPL,2017-10-10,39.0138,359.2956,2017-10-19,True,2017-10-20,39.1525,rollback
MARGIN_BRIDGE,KO,2017-10-11,45.88,306.1835,2017-10-23,True,2017-10-24,46.26,rollback
MARGIN_BRIDGE,NEE,2017-10-10,36.975,379.0882,2017-10-26,True,2017-10-27,38.3475,rollback
MARGIN_BRIDGE,WMT,2017-09-06,26.6267,497.0967,2017-10-30,True,2017-10-31,28.9533,rollback
MARGIN_BRIDGE,NRG,2017-09-20,24.67,553.5903,2017-11-09,True,2017-11-10,27.75,rollback
MARGIN_BRIDGE,SBUX,2017-07-28,55.23,249.084,2017-11-13,True,2017-11-14,56.47,rollback
MARGIN_BRIDGE,AVGO,2017-08-08,25.198,535.8626,2017-11-13,True,2017-11-14,26.33,rollback
MARGIN_BRIDGE,PG,2017-10-16,92.97,154.3921,2017-11-17,True,2017-11-20,88.43,rollback
MARGIN_BRIDGE,VIAB,2017-11-20,26.41,537.1721,2017-11-24,True,2017-11-27,26.26,rollback
MARGIN_BRIDGE,QCOM,2017-10-24,53.44,264.7831,2017-11-29,True,2017-11-30,66.51,rollback
MARGIN_BRIDGE,F,2017-11-01,12.4,1089.1705,2017-12-05,True,2017-12-06,12.4,rollback
MARGIN_BRIDGE,HBI,2017-11-30,20.42,726.0113,2017-12-05,True,2017-12-06,20.63,rollback
MARGIN_BRIDGE,T,2017-11-14,34.19,409.5463,2017-12-06,True,2017-12-07,36.13,rollback
MARGIN_BRIDGE,CMCSA,2017-11-10,36.5,379.687,2017-12-07,True,2017-12-08,38.5,rollback
MARGIN_BRIDGE,TJX,2017-11-14,33.8,414.2511,2017-12-08,True,2017-12-11,36.87,rollback
MARGIN_BRIDGE,CMG,2017-09-05,6.386,2089.3423,2017-12-14,True,2017-12-15,6.256,rollback
MARGIN_BRIDGE,ORLY,2017-10-18,14.1567,1011.0256,2017-12-14,True,2017-12-15,16.2553,rollback
MARGIN_BRIDGE,KEY,2017-10-27,18.45,742.564,2017-12-14,True,2017-12-15,19.63,rollback
MARGIN_BRIDGE,VZ,2017-10-20,49.45,288.9549,2017-12-20,True,2017-12-21,52.81,rollback
MARGIN_BRIDGE,GOOGL,2017-12-08,52.5905,286.9777,2017-12-20,True,2017-12-21,53.7695,rollback
MARGIN_BRIDGE,GOOG,2017-12-08,51.8745,290.9242,2017-12-21,True,2017-12-22,53.0555,rollback
MARGIN_BRIDGE,INTC,2017-12-18,45.15,340.7281,2017-12-26,True,2017-12-27,46.11,rollback
MARGIN_BRIDGE,MU,2017-12-21,45.55,347.3299,2018-01-08,True,2018-01-09,45.27,rollback
MARGIN_BRIDGE,AMD,2017-10-04,13.31,1036.0983,2018-01-09,True,2018-01-10,11.63,rollback
MARGIN_BRIDGE,FCX,2017-12-07,14.2,1048.7132,2018-01-09,True,2018-01-10,19.07,rollback
MARGIN_BRIDGE,CSX,2017-08-15,16.9633,786.7281,2018-01-10,True,2018-01-11,19.54,rollback
MARGIN_BRIDGE,GLW,2017-12-11,32.4,468.372,2018-01-10,True,2018-01-11,33.44,rollback
MARGIN_BRIDGE,AMAT,2017-12-21,53.18,297.4819,2018-01-10,True,2018-01-11,53.47,rollback
MARGIN_BRIDGE,MRO,2017-11-27,14.87,957.1319,2018-01-16,True,2018-01-17,18.35,rollback
MARGIN_BRIDGE,TJX,2018-01-11,38.075,437.5936,2018-01-16,False,2018-01-17,38.36,rollback
MARGIN_BRIDGE,AES,2017-08-09,11.45,1168.3189,2018-01-24,True,2018-01-25,11.15,rollback
MARGIN_BRIDGE,COP,2017-12-06,51.07,295.2655,2018-01-25,True,2018-01-26,59.7,rollback
MARGIN_BRIDGE,PM,2018-01-18,105.46,161.6004,2018-01-25,True,2018-01-26,107.36,rollback
MARGIN_BRIDGE,MAT,2018-01-22,16.08,1065.4677,2018-01-25,True,2018-01-26,16.7,rollback
MARGIN_BRIDGE,FB,2017-12-18,181.01,84.9848,2018-01-29,True,2018-01-30,183.01,rollback
MARGIN_BRIDGE,C,2017-12-22,75.89,207.7352,2018-01-30,True,2018-01-31,78.78,rollback
MARGIN_BRIDGE,MGM,2017-12-28,33.73,467.0539,2018-01-31,True,2018-02-01,36.49,rollback
MARGIN_BRIDGE,T,2018-01-29,37.13,483.0298,2018-02-02,True,2018-02-05,37.81,rollback
MARGIN_BRIDGE,NEE,2018-01-26,38.715,458.0386,2018-02-05,False,2018-02-06,37.9575,rollback
MARGIN_BRIDGE,EBAY,2018-01-19,38.75,440.9359,2018-02-08,True,2018-02-09,41.5,rollback
MARGIN_BRIDGE,NFLX,2017-12-18,19.12,804.636,2018-02-20,True,2018-02-21,28.207,rollback
MARGIN_BRIDGE,BA,2018-02-13,340.45,48.9145,2018-02-20,False,2018-02-21,352.56,rollback
MARGIN_BRIDGE,MU,2018-01-18,44.21,385.5062,2018-02-21,False,2018-02-22,44.78,rollback
MARGIN_BRIDGE,AAPL,2018-02-15,42.4475,410.7816,2018-02-21,True,2018-02-22,42.95,rollback
MARGIN_BRIDGE,BMY,2018-01-11,61.99,268.7618,2018-02-22,False,2018-02-23,66.17,rollback
MARGIN_BRIDGE,GOOGL,2018-02-22,55.9585,312.5755,2018-02-27,True,2018-02-28,56.1,rollback
MARGIN_BRIDGE,GOOG,2018-02-22,55.8095,313.3943,2018-02-27,True,2018-02-28,56.1515,rollback
MARGIN_BRIDGE,PFE,2018-01-17,36.82,456.5155,2018-02-28,False,2018-03-01,36.12,rollback
MARGIN_BRIDGE,KLAC,2018-02-21,11.081,1594.3666,2018-03-01,True,2018-03-02,11.005,rollback
MARGIN_BRIDGE,NEE,2018-03-02,38.3,454.3112,2018-03-06,True,2018-03-07,38.185,rollback
MARGIN_BRIDGE,CSCO,2018-02-14,41.04,407.1095,2018-03-07,True,2018-03-08,44.25,rollback
MARGIN_BRIDGE,PCG,2018-03-01,41.09,433.6848,2018-03-07,True,2018-03-08,41.14,rollback
MARGIN_BRIDGE,M,2018-01-11,25.47,654.1896,2018-03-08,False,2018-03-09,29.31,rollback
MARGIN_BRIDGE,KO,2018-03-09,44.57,402.7285,2018-03-12,True,2018-03-13,44.67,rollback
MARGIN_BRIDGE,SCHW,2018-02-02,54.75,321.0864,2018-03-14,True,2018-03-15,56.32,rollback
MARGIN_BRIDGE,INTC,2018-02-21,46.67,378.5742,2018-03-15,True,2018-03-16,51.17,rollback
MARGIN_BRIDGE,EXC,2018-02-01,38.53,460.1237,2018-03-19,False,2018-03-20,38.29,rollback
MARGIN_BRIDGE,MRO,2018-03-21,15.38,1135.1787,2018-03-22,True,2018-03-23,15.88,rollback
MARGIN_BRIDGE,DHI,2018-03-13,44.6,409.2298,2018-04-06,True,2018-04-09,45.52,rollback
MARGIN_BRIDGE,MRK,2018-03-16,55.19,323.9127,2018-04-11,True,2018-04-12,56.6,rollback
MARGIN_BRIDGE,SO,2018-03-02,43.98,395.6173,2018-04-18,True,2018-04-19,45.35,rollback
MARGIN_BRIDGE,DISCK,2018-03-05,23.0,766.6396,2018-04-18,True,2018-04-19,21.73,rollback
MARGIN_BRIDGE,NFLX,2018-04-12,30.9719,566.6329,2018-04-23,True,2018-04-24,31.9217,rollback
MARGIN_BRIDGE,HST,2018-03-15,18.96,948.6235,2018-04-24,True,2018-04-25,19.27,rollback
MARGIN_BRIDGE,HAL,2018-03-26,47.01,363.9204,2018-04-24,True,2018-04-25,51.0,rollback
MARGIN_BRIDGE,VZ,2018-03-09,49.2,364.8476,2018-04-26,True,2018-04-27,50.25,rollback
MARGIN_BRIDGE,KIM,2018-02-23,15.06,1161.1806,2018-04-30,True,2018-05-01,14.52,rollback
MARGIN_BRIDGE,M,2018-04-19,29.22,618.593,2018-04-30,True,2018-05-01,30.85,rollback
MARGIN_BRIDGE,ABBV,2018-04-27,97.44,186.5565,2018-04-30,True,2018-05-01,102.1,rollback
MARGIN_BRIDGE,CVX,2018-04-10,117.6,147.7025,2018-05-01,True,2018-05-02,124.2,rollback
MARGIN_BRIDGE,HPQ,2018-05-02,21.91,815.3087,2018-05-14,True,2018-05-15,22.4,rollback
MARGIN_BRIDGE,NVDA,2018-02-15,6.1196,2849.4547,2018-05-15,True,2018-05-16,6.1,rollback
MARGIN_BRIDGE,ORLY,2018-03-07,16.6213,1075.0458,2018-05-18,True,2018-05-21,18.2567,rollback
MARGIN_BRIDGE,WDC,2018-05-16,83.5,220.8253,2018-05-18,True,2018-05-21,86.63,rollback
MARGIN_BRIDGE,MU,2018-04-19,52.9,341.7049,2018-05-31,True,2018-06-01,58.81,rollback
MARGIN_BRIDGE,KO,2018-05-24,42.4,439.2816,2018-05-31,True,2018-06-01,43.1,rollback
MARGIN_BRIDGE,NEE,2018-04-27,40.6775,446.8603,2018-06-01,True,2018-06-04,40.6275,rollback
MARGIN_BRIDGE,F,2018-04-27,11.4,1594.6471,2018-06-11,True,2018-06-12,12.07,rollback
MARGIN_BRIDGE,HBAN,2018-06-04,15.22,1210.6333,2018-06-11,True,2018-06-12,15.67,rollback
MARGIN_BRIDGE,HPQ,2018-06-04,22.7,811.6704,2018-06-13,True,2018-06-14,23.63,rollback
MARGIN_BRIDGE,MDLZ,2018-03-09,44.44,403.8864,2018-06-18,True,2018-06-19,40.01,rollback
MARGIN_BRIDGE,CMCSA,2018-04-24,34.09,521.7802,2018-06-18,True,2018-06-19,32.17,rollback
MARGIN_BRIDGE,CVS,2018-05-15,66.48,277.4759,2018-06-18,True,2018-06-19,67.72,rollback
MARGIN_BRIDGE,CCL,2018-06-14,64.45,299.022,2018-06-19,True,2018-06-20,63.92,rollback
MARGIN_BRIDGE,NEE,2018-06-19,40.16,471.5608,2018-06-20,True,2018-06-21,40.6625,rollback
MARGIN_BRIDGE,C,2018-06-22,68.04,283.112,2018-07-10,True,2018-07-11,67.97,rollback
MARGIN_BRIDGE,CELG,2018-01-29,104.76,171.1913,2018-07-11,True,2018-07-12,83.88,rollback
MARGIN_BRIDGE,FOXA,2018-05-01,36.43,489.0425,2018-07-11,True,2018-07-12,47.97,rollback
MARGIN_BRIDGE,MGM,2018-06-13,31.47,611.121,2018-07-19,True,2018-07-20,30.71,rollback
MARGIN_BRIDGE,ORCL,2018-05-02,45.89,389.2854,2018-07-26,True,2018-07-27,48.99,rollback
MARGIN_BRIDGE,PM,2018-05-24,81.6,228.2428,2018-07-31,True,2018-08-01,86.03,rollback
MARGIN_BRIDGE,DLTR,2018-06-19,87.6,216.1751,2018-08-01,True,2018-08-02,89.56,rollback
MARGIN_BRIDGE,HST,2018-07-20,21.4,915.1016,2018-08-03,True,2018-08-06,21.56,rollback
MARGIN_BRIDGE,WMB,2018-06-19,26.87,704.8317,2018-08-13,True,2018-08-14,30.76,rollback
MARGIN_BRIDGE,TJX,2018-07-12,47.515,412.5093,2018-08-13,True,2018-08-14,49.8,rollback
MARGIN_BRIDGE,CMG,2018-07-12,9.1978,2131.092,2018-08-16,True,2018-08-17,10.1008,rollback
MARGIN_BRIDGE,WMT,2018-06-22,28.1533,684.2504,2018-08-24,True,2018-08-27,31.7533,rollback
MARGIN_BRIDGE,GGP,2018-05-01,20.02,889.9455,2018-08-27,True,2018-08-27,22.06,delisted
MARGIN_BRIDGE,MRO,2018-06-12,21.48,887.9301,2018-08-30,True,2018-08-31,21.51,rollback
MARGIN_BRIDGE,NLSN,2018-08-15,25.4,773.3038,2018-08-30,True,2018-08-31,25.93,rollback
MARGIN_BRIDGE,NFLX,2018-08-27,36.7145,547.9516,2018-08-31,True,2018-09-04,36.647,rollback
MARGIN_BRIDGE,NVDA,2018-07-11,6.2375,3138.706,2018-09-06,True,2018-09-07,6.725,rollback
MARGIN_BRIDGE,V,2018-08-14,140.3,140.1725,2018-09-17,True,2018-09-18,146.2,rollback
MARGIN_BRIDGE,GILD,2018-08-31,76.32,263.3479,2018-10-04,True,2018-10-05,76.77,rollback
MARGIN_BRIDGE,INTC,2018-09-04,48.38,415.014,2018-10-04,True,2018-10-05,48.23,rollback
MARGIN_BRIDGE,GE,2018-08-01,67.5344,292.8814,2018-10-11,True,2018-10-12,62.4512,rollback
MARGIN_BRIDGE,SBUX,2018-10-15,56.37,317.9548,2018-10-19,True,2018-10-22,58.93,rollback
MARGIN_BRIDGE,SO,2018-09-07,45.34,426.2912,2018-10-23,True,2018-10-24,44.92,rollback
